old_url,new_url,action,title,pubDate,bodyWords,transcriptWords,tags,youtubeId,draft,note,game
/blog/vlogs/20-minute-purple-robe/,/guides/20-minute-purple-robe/,promote-guide,20 Minute Purple Robe,2026-01-13,497,3078,"speed-painting,dolmenwood,cloth,contrast-paints,painting,tutorial",3SV43eaK8xw,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/3d-printing-kdm-terrain/,/guides/3d-printing-kdm-terrain/,promote-guide,3D Printing KDM Terrain,2026-02-07,11,224,"3d-printing, kingdom-death, terrain",gb89E4ogyAM,,rewrite as evergreen guide; attach to game/technique,kingdom-death-monster
/blog/vlogs/40-minute-painting-tutorial/,/guides/40-minute-painting-tutorial/,promote-guide,40 minute painting tutorial,2026-05-20,11,6389,"painting,glazing, infinity",MQDvqi83GUI,,rewrite as evergreen guide; attach to game/technique,infinity
/blog/vlogs/a-christmas-oil-wash/,/guides/a-christmas-oil-wash/,promote-guide,A Christmas Oil Wash,2025-12-25,188,205,"terrain,washes",bq4ratJ4pe0,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/a-new-way-to-paint-skeletons/,/guides/a-new-way-to-paint-skeletons/,promote-guide,A new way to paint skeletons,2026-07-10,94,1976,"painting,airbrushing,basing,tutorial,ttrpg",-gyL3XvlLXc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/airbrushing-speed-paints-to-easy-mode-horses/,/guides/airbrushing-speed-paints-to-easy-mode-horses/,promote-guide,Airbrushing Speed Paints to Easy Mode Horses,2026-03-18,14,267,"airbrushing,speed-painting,army-painter,historical-miniatures",1clIII5tYBU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/another-board-done/,/guides/another-board-done/,promote-guide,Finishing a Mossy Terrain Board With an Oil Wash,2025-12-26,91,82,"terrain,washes",D0aEt18FXQk,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/another-easy-way-to-paint-faces/,/guides/another-easy-way-to-paint-faces/,promote-guide,Another easy way to paint faces,2026-05-11,13,612,"skin-tones,painting,glazing",rjIY43gh19k,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/asmr-drybrushing/,/guides/asmr-drybrushing/,promote-guide,ASMR Drybrushing,2025-12-24,425,510,"terrain,dry-brushing",mFtmW61xLm8,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/basing-and-life-tips/,/guides/basing-and-life-tips/,promote-guide,Basing and Life Tips,2026-01-07,502,996,"basing,hobby-motivation,painting",rD-EVz2Ysx0,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/casting-my-own-bases/,/guides/casting-my-own-bases/,promote-guide,Casting My Own Bases,2025-10-17,261,493,"resin-casting,basing",okP03GxXgJA,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/daily-hobby-vlog-fixing-some-problems-and-causing-more/,/guides/daily-hobby-vlog-fixing-some-problems-and-causing-more/,promote-guide,Re-Cutting a Toad Mold and Gluing Goblins Wrong,2025-10-11,806,1751,"resin-casting,sculpting",SqTkfKeL0kA,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/dolmenwood-official-figures-dolmenwood-miniature-dungeonsanddragons/,/guides/dolmenwood-official-figures-dolmenwood-miniature-dungeonsanddragons/,promote-guide,Dolmenwood official figures. #dolmenwood #miniature #dungeonsanddragons,2025-12-10,13,0,"dolmenwood,ttrpg",P3ts8YDhLZY,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/dolmenwood-players-book-flip-through/,/guides/dolmenwood-players-book-flip-through/,promote-guide,Dolmenwood Players Book Flip Through,2025-12-12,733,5162,"dolmenwood,ttrpg,review,unboxing",lI90LdLxLhQ,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/dolmenwood-unboxing/,/guides/dolmenwood-unboxing/,promote-guide,Dolmenwood Unboxing,2025-12-08,598,2561,"dolmenwood,unboxing,ttrpg",k0GAjUR7UKY,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/easy-mode-goblin-faces/,/guides/easy-mode-goblin-faces/,promote-guide,Easy Mode Goblin Faces,2025-11-09,413,1480,"painting,tutorial,orcs-and-goblins,skin-tones,speed-painting,warhammer",xetQZ0utoz0,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/expanding-our-tile-into-a-full-game-board/,/guides/expanding-our-tile-into-a-full-game-board/,promote-guide,Expanding Our Tile Into a Full Game Board,2025-09-19,207,373,"terrain,building",ceFcBn1RGnc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/failed-attempt-at-nmm-tutorial/,/guides/failed-attempt-at-nmm-tutorial/,promote-guide,Failed attempt at NMM tutorial,2026-04-25,12,413,"painting,metallics,airbrushing,glazing,nmm",PhfNeUaBazg,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/fixing-warped-terrain-boards/,/guides/fixing-warped-terrain-boards/,promote-guide,Fixing Warped Terrain Boards,2025-09-20,255,1068,terrain,rqFSteBuL_U,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/getting-the-most-out-of-dirty-down-moss/,/guides/getting-the-most-out-of-dirty-down-moss/,promote-guide,Getting the Most Out of Dirty Down Moss,2025-09-17,295,969,"dirty-down,weathering,terrain,tutorial",UZNHLu35fRg,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/goblin-skin-recipe/,/guides/goblin-skin-recipe/,promote-guide,Goblin Skin Recipe,2025-11-08,97,86,"painting,tutorial,orcs-and-goblins,skin-tones,speed-painting",knCm6eML9Q4,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/highlighting-black/,/guides/highlighting-black/,promote-guide,Highlighting black,2026-04-20,9,1195,"painting,glazing,skin-tones,orcs-and-goblins,building,metallics",wSUgQd-UgWs,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/highlighting-red/,/guides/highlighting-red/,promote-guide,Highlighting red,2026-04-15,9,1793,"painting,orcs-and-goblins,airbrushing,dry-brushing,washes,metallics",Cujv-qK-pBc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/hobby-vlogging/,/guides/hobby-vlogging/,promote-guide,Rebasing 60 Goblins and Pouring a Base Mold,2025-10-16,647,1311,"orcs-and-goblins,basing,resin-casting,glazing",UfEn0evllfU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-i-clean-my-resin-3d-prints/,/guides/how-i-clean-my-resin-3d-prints/,promote-guide,How I Clean My Resin 3D Prints,2025-11-27,560,1556,"3d-printing,resin-casting,tutorial,workspace",HQHqKy3R6XI,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-create-a-dolmenwood-character/,/guides/how-to-create-a-dolmenwood-character/,promote-guide,How to Create a Dolmenwood Character,2025-12-14,674,1298,"dolmenwood, ttrpg, tutorial",FSZhKDaZ3rY,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/how-to-get-better-by-playing-yourself/,/guides/how-to-get-better-by-playing-yourself/,promote-guide,How to Get Better by Playing Yourself,2026-04-10,14,1060,"warmachine,snow-effects,terrain,orcs-and-goblins,resin-casting,battle-report",SZ661gKzHo4,,rewrite as evergreen guide; attach to game/technique,warmachine
/blog/vlogs/how-to-glaze-for-fun-and-profit/,/guides/how-to-glaze-for-fun-and-profit/,promote-guide,How to Glaze for Fun and Profit,2025-10-14,816,1832,"glazing,tutorial,orcs-and-goblins,skin-tones,scale-75",TruWEs1SILY,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-go-from-0-skills-to-recaster/,/guides/how-to-go-from-0-skills-to-recaster/,promote-guide,Vlog: How to Go from 0 Skills to Recaster,2025-10-10,366,1969,"resin-casting,tutorial",CDQ0_UAK4_c,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-make-scratch-built-terrain-indestructible/,/guides/how-to-make-scratch-built-terrain-indestructible/,promote-guide,How to Make Scratch Built Terrain Indestructible,2025-12-18,398,596,"terrain,tutorial",CShIKY5XHRw,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-make-terrain-glue/,/guides/how-to-make-terrain-glue/,promote-guide,How to make terrain glue,2026-06-27,12,1237,"building,orcs-and-goblins,skin-tones,painting,3d-printing,terrain",pz0IBthAuO8,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-marble-paper/,/guides/how-to-marble-paper/,promote-guide,How to Marble Paper,2025-11-30,555,1940,"crafts,tutorial",SX6mCxwR9VQ,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-brass-gold/,/guides/how-to-paint-brass-gold/,promote-guide,How to Paint Brass / Gold,2026-02-24,13,636,"painting,metallics,dry-brushing,washes,vallejo,monolith-bearer",S-kIBambcI0,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-bronze-part-2/,/guides/how-to-paint-bronze-part-2/,promote-guide,How to Paint Bronze Part 2,2026-02-25,13,495,"painting,metallics,dry-brushing,monolith-bearer",MqDEM3ZrBIU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-crucible-guard-green/,/guides/how-to-paint-crucible-guard-green/,promote-guide,How to Paint Crucible Guard Green,2025-12-29,616,858,"airbrushing,speed-painting,crucible-guard,warmachine,tutorial,army-painter",uveqt5tezyM,,rewrite as evergreen guide; attach to game/technique,warmachine
/blog/vlogs/how-to-paint-leather-with-just-two-colors/,/guides/how-to-paint-leather-with-just-two-colors/,promote-guide,How to Paint Leather with Just Two Colors,2026-03-24,15,239,"painting,leather,contrast-paints,speed-painting,tutorial,historical-miniatures",ZfP1gGmf-aM,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-pale-orc-flesh/,/guides/how-to-paint-pale-orc-flesh/,promote-guide,How to Paint Pale Orc Flesh,2025-10-25,275,608,"orcs-and-goblins,tutorial,skin-tones,streaking-grime,warhammer",ULWbGfbXUrQ,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/how-to-paint-pale-orc-skin-orktober-paintingwarhammer-warhammer40k-ageofsigmar/,/guides/how-to-paint-pale-orc-skin/,promote-guide,How to Paint Pale Orc Skin,2025-10-25,226,257,"orcs-and-goblins,tutorial,skin-tones,streaking-grime,warhammer",aDv8gCaO3j0,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/how-to-paint-red-airbrush-vs-drybrush/,/guides/how-to-paint-red-airbrush-vs-drybrush/,promote-guide,How to Paint Red - Airbrush vs Drybrush,2025-10-13,550,2635,"tutorial,orcs-and-goblins,airbrushing,dry-brushing,painting,speed-painting",SPlIr3GjXD0,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-talons-and-toesies/,/guides/how-to-paint-talons-and-toesies/,promote-guide,How to Paint Talons & Toesies,2026-03-06,13,394,"painting,washes,weathering,monolith-bearer,midgard",XFBNOEXhTBw,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-paint-the-anchorite-shrine/,/guides/how-to-paint-the-anchorite-shrine/,promote-guide,How to Paint the Anchorite Shrine,2025-09-25,537,1379,"trench-crusade,tutorial,streaking-grime,metallics,painting,terrain",e41VT6pAmv4,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/how-to-paint-trench-crusade-communicant/,/guides/how-to-paint-trench-crusade-communicant/,promote-guide,How to Paint Trench Crusade Communicant,2025-09-21,501,1253,"trench-crusade,tutorial,washes,skin-tones",-eeA-PtlHys,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/how-to-paint-trench-pilgrims-fast/,/guides/how-to-paint-trench-pilgrims-fast/,promote-guide,How to Paint Trench Pilgrims Fast,2025-09-22,575,1313,"trench-crusade,tutorial,washes,streaking-grime,speed-painting,skin-tones",3zMe3dW878o,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/how-to-paint-white-robes/,/guides/how-to-paint-white-robes/,promote-guide,How to Paint White Robes,2026-04-03,12,884,"painting,cloth,glazing,orcs-and-goblins,airbrushing,basing",TdGbVjFl4oA,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-prepare-bases-for-an-entire-army-quickly-and-cheaply/,/guides/how-to-prepare-bases-for-an-entire-army-quickly-and-cheaply/,promote-guide,How to Prepare Bases for an Entire Army Quickly and Cheaply,2025-10-04,253,313,"basing,tutorial,painting,orcs-and-goblins",A_vt3K4HU00,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-speed-paint-faces/,/guides/how-to-speed-paint-faces/,promote-guide,How to speed paint faces,2026-05-10,12,580,"painting,skin-tones,glazing,tutorial,orcs-and-goblins,3d-printing",hGkLmCqfgDE,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-start-commission-painting-and-why-you-maybe-shouldn-t/,/guides/how-to-start-commission-painting-and-why-you-maybe-shouldn-t/,promote-guide,How to Start Commission Painting and Why You Maybe Shouldn't,2026-04-01,17,1320,"painting, buying-selling, snow-effects, terrain, orcs-and-goblins, warhammer, speed-painting",2nFDtjf2pBU,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/how-to-start-playing-necromunda-easily/,/guides/how-to-start-playing-necromunda-easily/,promote-guide,How to Start Playing Necromunda Easily,2025-11-05,216,215,"necromunda,tutorial,resources",zI5TesRUFBk,,rewrite as evergreen guide; attach to game/technique,necromunda
/blog/vlogs/how-to-strip-metal-models-call-to-arms-vlog-prep-day-1/,/guides/how-to-strip-metal-models-call-to-arms-vlog-prep-day-1/,promote-guide,How to Strip Metal Models | Call to Arms Vlog Prep Day 1,2025-09-27,443,801,"stripping,tutorial,competition",fYtWfI7LLBc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-turn-foam-to-stone/,/guides/how-to-turn-foam-to-stone/,promote-guide,How to Turn Foam to Stone,2025-09-15,224,426,"terrain,tutorial",bnxSKPYdUjc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/how-to-use-dirty-down-rust-creating-blood-gore-part-2/,/guides/how-to-use-dirty-down-rust-creating-blood-gore-part-2/,promote-guide,How to Use Dirty Down Rust + Creating Blood & Gore - Part 2,2025-09-26,381,735,"dirty-down,weathering,trench-crusade,tutorial",D_N7e1hX0Ys,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/how-to-wash-bright-red/,/guides/how-to-wash-bright-red/,promote-guide,How to Wash Bright Red,2026-04-11,12,421,"washes, painting, airbrushing, battle-report, orcs-and-goblins, speed-painting, dusk",xecbSOcK1rU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/i-built-90-goblins-in-5-days/,/guides/i-built-90-goblins-in-5-days/,promote-guide,I Built 90 Goblins in 5 Days,2025-10-09,129,158,"orcs-and-goblins,warhammer,building",HG1EykhlbN4,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/i-fixed-my-contrast-paint-problems/,/guides/i-fixed-my-contrast-paint-problems/,promote-guide,I Fixed My Contrast Paint Problems,2025-10-27,200,313,"contrast-paints,speed-painting,tutorial,orcs-and-goblins",LVCm4HrsUTA,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/make-your-own-base-texture/,/guides/make-your-own-base-texture/,promote-guide,Make Your Own Base Texture,2025-09-28,242,744,"basing,tutorial",jwb1iXEWtSk,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/making-a-board-for-motley-crews/,/guides/making-a-board-for-motley-crews/,promote-guide,Making a Board for Motley Crews,2025-09-13,237,888,"terrain,motley-crews,building",6sEXvpIE3KU,,rewrite as evergreen guide; attach to game/technique,motley-crews
/blog/vlogs/making-a-mold-to-recast-and-customize-miniatures/,/guides/making-a-mold-to-recast-and-customize-miniatures/,promote-guide,Making a Mold to Recast and Customize Miniatures,2026-02-16,15,374,"resin-casting,children-of-gomb,kitbashing,sculpting",Muy6fNAUH0E,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/making-progress-on-maximus/,/guides/making-progress-on-maximus/,promote-guide,Pushing Through Maximus's White and Purple Armor,2026-01-12,593,870,"painting,crucible-guard,dolmenwood,warmachine",tMSqCDGiNW4,,rewrite as evergreen guide; attach to game/technique,warmachine
/blog/vlogs/making-stats-for-our-teaspoon-pet/,/guides/making-stats-for-our-teaspoon-pet/,promote-guide,Making stats for our teaspoon pet,2026-06-18,13,353,"orcs-and-goblins,painting,weathering,building,basing,terrain",YesEKDUj7us,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/making-zines-is-easy-with-the-right-tools/,/guides/making-zines-is-easy-with-the-right-tools/,promote-guide,Making Zines Is Easy with the Right Tools,2026-03-30,15,518,"crafts,kal-arath,tutorial",olUDGc3KdSQ,,rewrite as evergreen guide; attach to game/technique,kal-arath
/blog/vlogs/merging-stl-files-has-me-feeling-like-a-god/,/guides/merging-stl-files-has-me-feeling-like-a-god/,promote-guide,Merging STL Files Has Me Feeling Like a God!,2025-12-23,61,48,3d-printing,gwI2KWV49uc,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/midnight-kitbashing/,/guides/midnight-kitbashing/,promote-guide,Kitbashing an Ogryn with a Cursed City Head,2025-09-30,152,224,"kitbashing,warhammer,sculpting",eyHO9QuQ-Xo,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/mistakes/,/guides/mistakes/,promote-guide,Fixing a Bad Speed Paint Job,2025-09-12,407,709,"hobby-motivation,cloth,painting",QCjlBMVLLOo,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/my-favorite-trench-crusade-bases/,/guides/my-favorite-trench-crusade-bases/,promote-guide,My Favorite Trench Crusade Bases,2025-12-02,532,1062,"trench-crusade,basing,3d-printing,indie-miniatures",YCUJF8LpfME,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/my-minimal-solo-rpg-kit/,/guides/my-minimal-solo-rpg-kit/,promote-guide,My minimal solo rpg kit,2026-04-17,12,2233,"painting,solo-rpg,snow-effects,orcs-and-goblins,terrain,basing",u76C8PW2thU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/my-tips-on-buying-selling-trading-warhammer-miniatures/,/guides/my-tips-on-buying-selling-trading-warhammer-miniatures/,promote-guide,"My Tips on Buying, Selling, Trading Warhammer Miniatures",2025-10-29,405,1275,"buying-selling,tutorial",rBCM15n5mpo,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/necromunda-kitbashing-and-giveaway-winners/,/guides/necromunda-kitbashing-and-giveaway-winners/,promote-guide,Necromunda Kitbashing & Giveaway Winners,2025-11-07,360,1084,"necromunda,kitbashing,giveaway",SfFaP1gTzTI,,rewrite as evergreen guide; attach to game/technique,necromunda
/blog/vlogs/old-school-sand-bases/,/guides/old-school-sand-bases/,promote-guide,Old school sand bases,2026-06-01,11,1715,"basing,painting,building,airbrushing,terrain",NlQ-pzek03o,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/other-ways-to-sell-your-hobby-stuff-besides-ebay/,/guides/other-ways-to-sell-your-hobby-stuff-besides-ebay/,promote-guide,Other Ways to Sell Your Hobby Stuff Besides eBay,2026-02-04,16,706,"buying-selling,tutorial,warmachine",vLKc5gg4Iy4,,rewrite as evergreen guide; attach to game/technique,warmachine
/blog/vlogs/paint-a-trench-pilgrim-warband-in-2-hours/,/guides/paint-a-trench-pilgrim-warband-in-2-hours/,promote-guide,Paint a Trench Pilgrim Warband in 2 Hours,2025-09-24,586,1257,"trench-crusade,tutorial,speed-painting,streaking-grime,metallics",5Rw8NqC4Lew,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/painting-a-belt-buckle/,/guides/painting-a-belt-buckle/,promote-guide,Painting an NMM Belt Buckle With Scale 75 Grays,2025-11-25,431,1210,"painting,nmm,tutorial",0FmhvgpxakE,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/painting-a-leather-belt/,/guides/painting-a-leather-belt/,promote-guide,Painting a Leather Belt,2025-11-24,499,2338,"leather,tutorial,infinity,painting",tII9PExZJ5M,,rewrite as evergreen guide; attach to game/technique,infinity
/blog/vlogs/painting-butcher-klaus-minicrate/,/guides/painting-butcher-klaus-minicrate/,promote-guide,Painting Butcher Klaus Minicrate,2025-12-06,495,1618,"warmachine,speed-painting,army-painter",XjxN8qGoPOo,,rewrite as evergreen guide; attach to game/technique,warmachine
/blog/vlogs/painting-chaosy-green-marble/,/guides/painting-chaosy-green-marble/,promote-guide,Painting Chaosy Green Marble,2026-03-11,11,469,"painting,children-of-gomb,scale-75,crafts,inq28",OViRoDqWe4E,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/painting-creepy-cartoonish-skin/,/guides/painting-creepy-cartoonish-skin/,promote-guide,Painting Creepy Cartoonish Skin,2026-03-05,11,558,"painting,skin-tones,scale-75,sculpting,children-of-gomb,inq28",6DiV4eqqgwA,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/preshading-90-goblins/,/guides/preshading-90-goblins/,promote-guide,Preshading 90 Goblins,2025-10-20,253,718,"airbrushing,orcs-and-goblins,warhammer",mGlb6bu-Kr0,,rewrite as evergreen guide; attach to game/technique,warhammer-aos-40k
/blog/vlogs/probably-not-the-worst-chainmail-tutorial-ever/,/guides/probably-not-the-worst-chainmail-tutorial-ever/,promote-guide,Probably Not the Worst Chainmail Tutorial Ever,2026-03-19,14,490,"metallics,painting,speed-painting,dry-brushing,historical-miniatures,tutorial",JD0lp19zBXU,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/revisiting-trench-crusade-warband/,/guides/revisiting-trench-crusade-warband/,promote-guide,Revisiting Trench Crusade Warband,2025-11-14,140,402,"trench-crusade,painting",cPcuJIKnGDY,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/scenic-and-magnetic-movement-trays-part-1/,/guides/scenic-and-magnetic-movement-trays-part-1/,promote-guide,Scenic and Magnetic Movement Trays Part 1,2026-02-28,14,373,"basing,3d-printing,midgard,vallejo,tutorial",GtZjAdUSPPY,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/scenic-movement-trays-part-2/,/guides/scenic-movement-trays-part-2/,promote-guide,Scenic Movement Trays Part 2,2026-03-01,12,474,"basing,vallejo,dry-brushing,midgard,3d-printing",5QrY8wACWA8,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/simple-lego-minifig-bases-for-dnd/,/guides/simple-lego-minifig-bases-for-dnd/,promote-guide,Simple Lego Minifig Bases for D&D,2026-01-21,318,737,"lego, dungeons-and-dragons, basing, tutorial, terrain",WLKeHKsmWOk,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/solo-roleplaying-session-0-part-1-intro-to-the-system/,/guides/solo-roleplaying-session-0-part-1-intro-to-the-system/,promote-guide,Solo Roleplaying Session 0 Part 1: Intro to the System,2025-11-17,496,2042,"ttrpg,solo-rpg",LQX0rVzr7pM,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/spicing-up-some-relic-blade-tokens/,/guides/spicing-up-some-relic-blade-tokens/,promote-guide,Spicing up some relic blade tokens.,2026-05-15,109,92,relicblade,rCxOOcjpM5o,,rewrite as evergreen guide; attach to game/technique,relicblade
/blog/vlogs/starting-a-board-for-necropolis/,/guides/starting-a-board-for-necropolis/,promote-guide,Starting a Board for Necropolis,2026-02-19,12,405,"terrain,solo-rpg",joFnsdf7FXY,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/super-fast-osl/,/guides/super-fast-osl/,promote-guide,Super fast OSL,2026-05-11,10,627,"painting,airbrushing,contrast-paints",Tm1N9vwY9N0,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/the-best-snow-effect-ever/,/guides/the-best-snow-effect-ever/,promote-guide,The Best Snow Effect Ever,2025-12-05,519,1434,"terrain,snow-effects,tutorial,weathering",r-xUx5fckME,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/the-jankiest-rust-tutorial-ever/,/guides/the-jankiest-rust-tutorial-ever/,promote-guide,The Jankiest Rust Tutorial Ever,2025-10-28,399,2583,"weathering,tutorial,dirty-down,orcs-and-goblins,speed-painting",g709O__DW-I,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/tips-for-batch-painting-unique-models/,/guides/tips-for-batch-painting-unique-models/,promote-guide,Tips for Batch Painting Unique Models,2026-05-01,13,604,"painting,speed-painting,tutorial,infinity,airbrushing,nmm",-71XuLr-Dd4,,rewrite as evergreen guide; attach to game/technique,infinity
/blog/vlogs/trench-crusade-bases-weathering-finishing-our-warband-part-1/,/guides/trench-crusade-bases-weathering-finishing-our-warband-part-1/,promote-guide,Trench Crusade Bases & Weathering - Finishing our Warband Part 1,2025-09-26,561,2500,"trench-crusade,weathering,tutorial,basing",BQP_fKCozsE,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/two-minute-trench-crusade-battle-recap/,/guides/two-minute-trench-crusade-battle-recap/,promote-guide,Two Minute Trench Crusade Battle Recap,2025-11-20,216,312,"trench-crusade,battle-report,event-recap",nrYMC_3l-DA,,rewrite as evergreen guide; attach to game/technique,trench-crusade
/blog/vlogs/using-speed-paints-as-a-wash/,/guides/using-speed-paints-as-a-wash/,promote-guide,Using Speed Paints as a Wash,2026-04-13,13,332,"washes, painting, speed-painting, contrast-paints, battle-report, orcs-and-goblins, airbrushing",rJ9NWlJ1B64,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/using-tarot-cards-and-casting-bones-to-create-deeper-roleplaying-characters/,/guides/using-tarot-cards-and-casting-bones-to-create-deeper-roleplaying-characters/,promote-guide,Using Tarot Cards & Casting Bones to Create Deeper Roleplaying Characters,2025-12-12,760,7357,"dolmenwood,ttrpg,solo-rpg",RINsMp9W1-s,,rewrite as evergreen guide; attach to game/technique,dolmenwood
/blog/vlogs/victrix-historical-miniatures-review/,/guides/victrix-historical-miniatures-review/,promote-guide,Victrix Historical Miniatures Review,2026-03-03,11,367,"historical-miniatures,review,midgard",ivJsm7g728Q,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/working-with-3d-prints/,/guides/working-with-3d-prints/,promote-guide,Working with 3D Prints,2025-11-11,347,813,3d-printing,b_HDcP4SuB4,,rewrite as evergreen guide; attach to game/technique,
/blog/vlogs/international-lego-day-and-kdm-episode-6/,/series/kingdom-death-monster/international-lego-day-and-kdm-episode-6/,series,International Lego Day and KDM Episode 6,2026-01-29,445,5381,"kingdom-death,kdm-hesychia,lego,solo-rpg,ttrpg",11UWJ_dI5Go,,KDM blind campaign series,kingdom-death-monster
/blog/vlogs/kal-arath-episode-2/,/series/kal-arath/kal-arath-episode-2/,series,Kal Arath Episode 2,2026-05-04,11,1532,"kal-arath,solo-rpg",2m6o1Wajg-A,,Kal Arath live play series,kal-arath
/blog/vlogs/kal-arath-episode-4/,/series/kal-arath/kal-arath-episode-4/,series,Kal Arath Episode 4,2026-05-08,11,866,"kal-arath,solo-rpg",1cOSjcVHSGI,,Kal Arath live play series,kal-arath
/blog/vlogs/kal-arath-live-play-episode-3/,/series/kal-arath/kal-arath-live-play-episode-3/,series,Kal Arath Live Play Episode 3,2026-05-05,13,985,"kal-arath,solo-rpg",LQd3wUo9FgY,,Kal Arath live play series,kal-arath
/blog/vlogs/kal-arath-live-play-session-1/,/series/kal-arath/kal-arath-live-play-session-1/,series,Kal Arath Live Play Session 1,2026-04-17,13,2872,"solo-rpg,kal-arath",2_g2ZQ2E_0E,,Kal Arath live play series,kal-arath
/blog/vlogs/kdm-episode-7/,/series/kingdom-death-monster/kdm-episode-7/,series,KDM Episode 7: Settlement Phase and Party Building,2026-01-29,387,2241,"kingdom-death,kdm-hesychia,solo-rpg",2AQ3WFIZgjs,,KDM blind campaign series,kingdom-death-monster
